original_name,rank,uniprot_accession,uniprot_protein_name,gene_names,organism,sequence_length,fuzzy_score,ambiguity_flag,api_error
BDNF/NT-3 growth factors receptor,2,Q16620,parse_error,N/A,N/A,0,31.818181818181824,NO_CONFIDENT_MATCH,
BDNF/NT-3 growth factors receptor,3,Q91987,parse_error,N/A,N/A,0,31.818181818181824,NO_CONFIDENT_MATCH,
BDR3,1,A0ABF7R071,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BDR3,2,Q8RWY0,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BDR3,3,B5RSA4,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BDR4,1,Q9LH41,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BDR4,2,A0ABF7R0B4,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BDR4,3,B5RS79,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRAF,1,P15056,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRAF,2,P28028,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRAF,3,P21629,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD2,1,P25440,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD2,2,Q6MGA9,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD2,3,Q7JJ13,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
"BRD2,BRD4",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"BRD2,BRD4",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"BRD2,BRD4",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD2/3/4,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD2/3/4,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD2/3/4,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD3-BD1，BRD4-BD1,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD3-BD1，BRD4-BD1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD3-BD1，BRD4-BD1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BRD4,1,O60885,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD4,2,F1R5H6,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD4,3,Q9ESU6,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD9,1,Q9H8M2,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD9,2,Q3UQU0,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BRD9,3,Q7ZUF2,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
BTK,1,Q8JH64,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
BTK,2,Q06187,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
BTK,3,P08630,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
"BTK, GSPT1 and β-actin",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"BTK, GSPT1 and β-actin",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"BTK, GSPT1 and β-actin",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BTN2A1,1,Q7KYR7,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
BTN2A1,2,A0A2J8S516,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
BTN2A1,3,A0A2J8S536,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
Bcl-XL,1,Q96HS1,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Bcl-XL,2,Q92934,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Bcl-XL,3,Q61337,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Bcl6,1,P41182,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Bcl6,2,P41183,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Bcl6,3,Q8N143,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
BodipyFL-RBM39RRM2 to DDB1△B–DCAF15biotin,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BodipyFL-RBM39RRM2 to DDB1△B–DCAF15biotin,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
BodipyFL-RBM39RRM2 to DDB1△B–DCAF15biotin,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Brassica rapa subsp. Oleifera,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Brassica rapa subsp. Oleifera,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Brassica rapa subsp. Oleifera,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 2 (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 2 (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 2 (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 3 (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 3 (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 3 (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 4 (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 4 (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CA2 - carbonic anhydrase 4 (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CBP,1,P34545,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
CBP,2,Q9NWQ8,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
CBP,3,Q3U1F9,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
CCD-IBD interaction,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CCD-IBD interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CCD-IBD interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CCDK,1,Q2GPS8,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CCDK,2,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
CCDK,3,NO_RESULT,NO_RESULT,,,0,0.0,NO_CONFIDENT_MATCH,
CCNK,1,O75909,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CCNK,2,O88874,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CCNK,3,F1QMB9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK12,1,Q9NYV4,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK12,2,E1BB50,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK12,3,Q9VP22,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK12-cyclin K,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK12-cyclin K,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK12-cyclin K,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK12/13,1,A0A6J8DFC2,N/A,,Mytilus coruscus,1349,18.181818181818176,NO_CONFIDENT_MATCH,
CDK12/13,2,A0A8S3UXQ4,N/A,,Mytilus edulis,1345,18.181818181818176,NO_CONFIDENT_MATCH,
CDK12/13,3,A0A812CD40,N/A,,Acanthosepion pharaonis,1066,18.181818181818176,NO_CONFIDENT_MATCH,
CDK12/K,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK12/K,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK12/K,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK13/K,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK13/K,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK13/K,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK2,1,P24941,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK2,2,Q63699,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK2,3,Q5E9Y0,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK2/E,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK2/E,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK2/E,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK4,1,P11802,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK4,2,P35426,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK4,3,Q32KY4,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK4/D1,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK4/D1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK4/D1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK4，CDK6，IKZF2,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK4，CDK6，IKZF2,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK4，CDK6，IKZF2,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK5/p25,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK5/p25,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK5/p25,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK6,1,Q00534,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK6,2,Q64261,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK6,3,Q0VBK8,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK9,1,P50750,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK9,2,Q99J95,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK9,3,Q5EAB2,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CDK9/T1,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK9/T1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CDK9/T1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CK1,1,O15726,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CK1,2,P48729,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CK1,3,Q6X4A2,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CK1α,1,Q8JHE0,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CK1α,2,E1JJI5,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CK1α,3,Q8JG73,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
CPP-AIP,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CPP-AIP,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CPP-AIP,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CRAF,1,Q99N57,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
CRAF,2,P04049,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
CRAF,3,P11345,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
CRBN,1,Q96SW2,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
CRBN,2,Q8C7D2,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
CRBN,3,Q56AP7,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
CRBN - cereblon (human),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CRBN - cereblon (human),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
CRBN - cereblon (human),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Caspase-3,1,P42574,parse_error,N/A,N/A,0,40.0,NO_CONFIDENT_MATCH,
Caspase-3,2,Q5IS99,parse_error,N/A,N/A,0,40.0,NO_CONFIDENT_MATCH,
Caspase-3,3,Q95ND5,parse_error,N/A,N/A,0,40.0,NO_CONFIDENT_MATCH,
Cellular tumor antigen p53,1,P10361,parse_error,N/A,N/A,0,32.432432432432435,NO_CONFIDENT_MATCH,
Cellular tumor antigen p53,2,P67939,parse_error,N/A,N/A,0,32.432432432432435,NO_CONFIDENT_MATCH,
Cellular tumor antigen p53,3,P02340,parse_error,N/A,N/A,0,32.432432432432435,NO_CONFIDENT_MATCH,
ChREBPα,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
ChREBPα,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
ChREBPα,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Cucumis sativus (cucumber),1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Cucumis sativus (cucumber),2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Cucumis sativus (cucumber),3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Cyclin D1,1,P39948,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D1,2,P25322,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D1,3,O95273,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D2,1,P30279,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D2,2,P30280,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D2,3,Q04827,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D3,1,P30281,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D3,2,P42753,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin D3,3,P48961,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
"Cyclin E,Jun and Notch",1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"Cyclin E,Jun and Notch",2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
"Cyclin E,Jun and Notch",3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Cyclin K,1,O75909,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin K,2,O88874,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cyclin K,3,F1QMB9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
Cytochrome P450 2C19,1,P33261,parse_error,N/A,N/A,0,12.903225806451612,NO_CONFIDENT_MATCH,
Cytochrome P450 2C19,2,F1CGV0,parse_error,N/A,N/A,0,12.903225806451612,NO_CONFIDENT_MATCH,
Cytochrome P450 2C19,3,A0AA97L962,parse_error,N/A,N/A,0,12.903225806451612,NO_CONFIDENT_MATCH,
DARPin-Barnase,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DARPin-Barnase,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DARPin-Barnase,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DCAF15,1,Q66K64,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
DCAF15,2,Q3SZD5,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
DCAF15,3,Q6PFH3,parse_error,N/A,N/A,0,11.764705882352944,NO_CONFIDENT_MATCH,
DCAF15 RBM39 Ternary Complex,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DCAF15 RBM39 Ternary Complex,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DCAF15 RBM39 Ternary Complex,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DCAF15-ZEB1,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DCAF15-ZEB1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DCAF15-ZEB1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1,1,Q9XYZ5,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
DDB1,2,Q16531,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
DDB1,3,Q3U1J4,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
DDB1△B-DCAF15biotin and  BodipyFL-RBM39RRM2,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B-DCAF15biotin and  BodipyFL-RBM39RRM2,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B-DCAF15biotin and  BodipyFL-RBM39RRM2,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin–DDA1,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin–DDA1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin–DDA1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin–DDA1 and BodipyFL-RBM39RRM2,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin–DDA1 and BodipyFL-RBM39RRM2,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDB1△B–DCAF15biotin–DDA1 and BodipyFL-RBM39RRM2,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DDX5,1,P17844,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
DDX5,2,A5A6J2,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
DDX5,3,Q5R4I9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
DNA,1,Q9W1H4,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
DNA,2,P06340,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
DNA,3,Q9WIJ5,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
DNA damage-binding protein 1/DDB1- and CUL4-associated factor 15（DCAF15）,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DNA damage-binding protein 1/DDB1- and CUL4-associated factor 15（DCAF15）,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DNA damage-binding protein 1/DDB1- and CUL4-associated factor 15（DCAF15）,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DNA-binding protein Ikaros/Protein cereblon,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DNA-binding protein Ikaros/Protein cereblon,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
DNA-binding protein Ikaros/Protein cereblon,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
E2F2,1,Q14209,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
E2F2,2,P56931,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
E2F2,3,O77051,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
E3 ubiquitin-protein ligase Mdm2,1,Q00987,parse_error,N/A,N/A,0,23.25581395348837,NO_CONFIDENT_MATCH,
E3 ubiquitin-protein ligase Mdm2,2,O42354,parse_error,N/A,N/A,0,23.25581395348837,NO_CONFIDENT_MATCH,
E3 ubiquitin-protein ligase Mdm2,3,P23804,parse_error,N/A,N/A,0,23.25581395348837,NO_CONFIDENT_MATCH,
EGFR L858R,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
EGFR L858R,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
EGFR L858R,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
ER,1,Q8LB08,parse_error,N/A,N/A,0,30.76923076923077,NO_CONFIDENT_MATCH,
ER,2,Q9LQ04,parse_error,N/A,N/A,0,30.76923076923077,NO_CONFIDENT_MATCH,
ER,3,Q9H5V9,parse_error,N/A,N/A,0,30.76923076923077,NO_CONFIDENT_MATCH,
ERα,1,A0A8M3B0Y2,parse_error,N/A,N/A,0,28.57142857142857,NO_CONFIDENT_MATCH,
ERα,2,D9I039,parse_error,N/A,N/A,0,28.57142857142857,NO_CONFIDENT_MATCH,
ERα,3,Q6A4C2,parse_error,N/A,N/A,0,28.57142857142857,NO_CONFIDENT_MATCH,
ETS1,1,P14921,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
ETS1,2,P27577,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
ETS1,3,P41156,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
EpCAM,1,O55159,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
EpCAM,2,Q99JW5,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
EpCAM,3,P16422,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,1,P15170,parse_error,N/A,N/A,0,15.789473684210531,NO_CONFIDENT_MATCH,
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,2,Q8R050,parse_error,N/A,N/A,0,15.789473684210531,NO_CONFIDENT_MATCH,
